10530	player	10537
10530	player	10538
10530	player	10541
10530	player	10543
10530	player	10544
10530	silver	10532
10530	silver	10540
10545	topScorer	10546
10548	mvp	10550
1055	cauldron	26862
10553	thirdTeam	882
10559	architect	10561
1056	cauldron	17414
1056	cauldron	19776
1056	cauldron	19778
10562	founder	10564
10562	founder	10565
10562	ideology	387
10566	father	10569
10566	issue	10568
10566	succession	10567
10570	ethnicity	23083
10570	founder	23081
10571	second	10572
10573	mp	10574
10573	previous	10575
10575	previous	25363
10576	athletics	10579
10576	athletics	10580
10576	athletics	10581
10576	athletics	10582
10576	mascot	10583
10577	union	30232
10578	category	38636
10578	equipment	38634
10578	equipment	38635
10586	mouthLocation	10587
10586	source1Location	10588
10589	commands	10590
10589	commands	10591
10589	commands	10592
10601	winterNext	1052
10602	openedBy	5477
10603	cauldron	26866
10603	openedBy	42497
10603	winterNext	10601
10604	nearS	10606
10609	nearE	10616
10609	nearS	10617
10609	nearSw	10605
10610	nearNw	31818
10610	nearS	10609
10610	nearSw	10604
10610	nearW	10607
10611	aircraftType	10614
10611	destination	10613
10611	stopover	10612
10611	stopover	43
10618	deputy	10619
10618	deputy	1585
10620	vicepresident	10621
10620	vicepresident	10622
10620	vicepresident	10623
10620	vicepresident	10624
10625	bowl	10630
10625	defCoach	10626
10625	tvstation	10628
10625	tvstation	10629
10625	tvstation	10631
10627	parent	29806
10630	qb	18978
10630	qb	18980
10635	style	43567
10637	onlineServ	10638
10639	playingTeam	7961
10640	confChamp	10641
10641	intlNetwork	12040
10641	runner	12038
10641	usAnnouncers	12035
10641	visitorCoach	12034
10642	burialPlace	10645
10642	father	10646
10642	issue	10643
10642	mother	10644
10642	nobleFamily	10647
10648	draftTeam	10649
10649	captain	40084
10649	mediaAffiliates	40083
10649	mediaAffiliates	40085
10650	issue	10651
10651	issue	29200
10653	silver	10654
10655	father	10657
10656	foundedPlace	21440
10658	homeCoach	10661
10658	mvp	10659
10662	week	10625
10662	week	10640
10662	week	10752
10662	week	17759
10662	week	17760
10662	week	17761
10662	week	9664
10662	week	9691
10665	sire	10667
10665	trainer	10384
10666	ffmf	42321
10666	mfff	42320
10666	trainer	42319
10668	combatant	10652
10668	combatant	10669
10668	combatant	10671
10668	commander	10650
10668	commander	10655
10668	commander	10670
10672	nearestCity	10673
10674	camera	10675
10676	material	10678
10676	material	10680
10681	sooteam	10682
10684	north	10726
10684	south	10375
10688	hostCity	10690
10688	next	10689
10689	hostCity	29811
10689	next	29812
1069	formerSeries	1070
1069	formerSeries	1071
1069	principal	1072
10691	influencedBy	10692
10691	training	3059
10694	tribus	10695
10696	subdivisionRanks	3192
10698	bowl	10593
10698	defCoach	10700
10698	offCoach	10699
107	operatorclass	108
10701	nominee	10707
10701	runningMate	10704
10701	runningMate	10705
10704	commands	19475
10704	commands	23114
10704	mawards	23112
10704	mawards	8270
10704	restingplace	23115
10704	unit	23111
10705	alongside	33257
10705	alongside	33258
10705	alongside	33259
10705	deputy	33256
10705	unit	33260
10706	bird	25385
10706	elevationMaxPoint	25384
10709	marchingband	25873
10716	course	10717
10716	org	10718
10720	tournaments	10716
10722	governmentType	32377
10724	towns	10721
10726	east	10373
10726	north	28279
10726	south	10684
10730	bowlname	10728
10732	east	30113
10732	north	10735
10732	south	10731
10732	west	10372
10736	meetingPlace	10739
10736	succeededBy	10738
10738	governingBody	11912
10738	governmentType	32372
10738	leaderName	32370
10738	leaderName	32371
10741	champions	10743
10741	champions	4775
10744	beforeElection	10745
10744	nominee	10746
10747	governor	10748
10747	governor	10749
10747	governor	10751
10748	as	18897
10748	as	18898
10749	lieutenant	29659
1075	blank3Info	1078
1075	towns	1076
1075	towns	1077
10752	bowl	10447
10752	cooffCoach	10754
10752	offScheme	10753
10755	mp	10757
10755	namesake	10756
10758	captain	10759
10759	playerTeam	10762
10759	playerTeam	10763
10760	expansionTeams	10761
10761	arena	10769
10761	gm	10767
10764	owned	10765
10768	champion	16411
10771	caption	5829
10771	langs	10772
10771	langs	10773
10773	dia	11610
10773	dia	11611
10773	dia	11612
10773	dia	11613
10774	aircraftAttack	10783
10774	aircraftBomber	10775
10774	aircraftBomber	10784
10774	aircraftElectronic	10788
10774	aircraftElectronic	10789
10774	aircraftFighter	10786
10774	aircraftRecon	10793
10774	aircraftRecon	10797
10774	aircraftTanker	10791
10774	aircraftTrainer	10779
10774	aircraftTransport	10782
10774	commander	10794
10774	commander	10795
10787	eng1Name	31286
10792	eng1Name	16318
10792	variantsWithTheirOwnArticles	16319
10798	constituency	10805
10798	deputy	10801
10798	governor	10802
10798	monarch	10799
10798	monarch	10800
10798	monarch	10803
10798	next	10804
10798	restingplace	10806
10807	listing	2734
10808	player	10810
10808	player	10811
10808	player	10813
10808	player	10814
10808	roy	10812
10815	founder	10817
10815	locationCity	10816
10815	locationCountry	4539
10818	topGoalScorer	10819
10820	topGoalScorer	10822
10824	chairman	10827
10824	cup1Result	10818
10824	cup2Result	10820
10824	cup3Result	10826
10824	leagueTopscorer	10825
10828	ideology	10829
10828	national	10831
10828	split	10830
10832	leader1Type	43896
10832	votingSystem	43895
10834	subject	10835
10836	award	10837
10836	host	10838
10839	architect	10840
10841	seat	10844
10846	areaCodeType	10849
10846	demographics1Title	10847
10846	isoCode	10845
10846	northeast	16247
10846	west	10843
10850	seats1Title	10852
10850	seats2Title	10853
10850	seats3Title	10855
10850	split	10854
10856	binomialAuthority	10857
10856	tribus	10859
10856	unrankedOrdo	1397
1086	grandparents	1089
1086	portrayer	26384
10861	northeast	10862
10868	jurisdiction	10870
10868	superseding	10869
10871	subphylum	4129
10872	competition	10874
10872	domesticcup1Winners	10873
10876	leaderName	10863
10885	championsCaptain	10887
10885	runnersUpCaptain	10886
10888	beforeElection	7355
10889	northwest	10890
10889	southeast	10897
10892	governingBody	11590
10895	establishedTitle	11110
10895	establishedTitle	11112
10899	line	10900
10899	trainOperators	10901
10899	trainOperators	4425
109	designfirm	2
10903	blankInfo	11605
10903	blankInfo	11606
10904	succeeded	10905
10906	image	10907
10906	image	10908
10911	north	10912
10913	chairman	10914
10915	leagueTopscorer	10916
10915	relegated	10913
10915	winners	1637
10919	blank2Name	31572
10919	southwest	31573
1092	area	1097
1092	area	1099
1092	area	1103
1092	ideology	1101
1092	politicalPosition	1102
10920	leaderName	10991
10922	east	10924
10924	south	10923
10925	alongside	10926
10925	deputy	10927
10927	lieutenant	32672
10928	department	10929
10928	intercommunality	10930
10931	towns	10932
10931	villages	10936
10931	villages	10938
10934	blank1Info	10960
10934	blankInfo	10962
10934	east	10965
10934	north	10961
10934	south	10958
10934	southeast	10963
10934	southwest	10964
10934	west	10937
10938	blankInfo	10931
10942	seat	10939
10945	bowlname	10943
10945	bowlname	12811
10945	bowlname	28492
10945	bowlname	37288
10945	bowlname	37293
10945	bowlname	37294
10945	playerPositions	37292
10948	namesake	14433
10949	representative	10950
10951	playingTeam	10952
10951	playingTeam	10953
10955	stat2label	534
10962	ruralMunicipalities	10876
10962	towns	10934
10962	towns	11558
10962	towns	11559
10966	champions	10968
10966	relegated	10967
10966	runnersUp	10969
10971	cauldron	15307
10972	openedBy	15310
10972	openedBy	15311
10973	constitutingInstrument	15040
10973	department	15041
10973	deputy	15036
10973	incumbent	7268
10973	seat	15038
10973	seat	15039
10974	continentalcup	10978
1098	north	32539
1098	seat	32537
1098	southwest	32538
10980	assistsleader	10984
10980	captain	10985
10980	generalmanager	4975
10980	goalsleader	10986
10980	pimleader	10981
10980	winsleader	10983
10993	leaderName	11012
10994	continentalcup	10974
10994	continentalcup1Qualifiers	10995
10994	continentalcup1Qualifiers	11000
10994	continentalcup1Qualifiers	11001
10994	relegated	11002
10994	winners	10996
10997	domestCup	33760
10997	relegation	33759
11003	original	11005
11003	route	11004
11006	arena	11007
11008	south	10992
11010	leaderName	11232
11010	southeast	11008
11013	asianPlace	11016
11013	worldPlace	11014
11013	worldPlace	1665
11017	seasonTopscorer	11018
11019	most	4654
11022	discoverer	11023
11022	discoverer	11025
11022	discoverer	7378
11022	mpCategory	11026
1103	northeast	1094
1103	south	1095
1103	southeast	1098
1103	southwest	39648
11032	chiefjudgename	11033
11034	leader1Type	11035
11036	architect	11319
11037	currentTeam	11039
11037	previousTeam	11041
1104	networkType	1105
11040	affiliates	28653
11040	arena	5590
11040	gm	28654
11042	east	11043
11042	leaderName	11047
11042	north	11044
11045	west	11084
11046	leaderName	11361
11046	north	11042
11046	south	11360
11046	southeast	11362
11049	captain	11053
11049	coach	11037
11049	pimleader	11054
11055	champions	11058
11055	rd2Team	11057
11057	asstCoach	11953
11057	recruit	11954
11057	recruit	11955
11059	champion	11055
11065	recorded	11066
11067	capital	11069
11067	eventStart	11071
11067	legislature	11068
11067	subdivision	11072
11067	titleLeader	11073
11070	bird	11192
11070	centre	11193
11070	centre	11194
11070	elevationMaxPoint	11195
11070	fish	11196
11070	flower	11184
11070	former	11067
11070	judiciary	11032
11070	largestmetro	11182
11070	legislature	11183
11070	lowerhouse	11034
11070	motto	11185
11070	rock	11187
11070	senators	11186
11070	senators	11197
11070	soil	11188
11070	tree	11189
11070	upperhouse	11102
11075	architect	11076
11077	imageCaption	11078
11077	seat	11079
11077	seatType	2205
11085	e	11089
11085	n	11091
11085	n	11092
11085	ne	11093
11085	se	11090
11088	leaderParty	6433
11088	n	11086
11088	ne	11085
11097	n	11088
11097	nw	11098
11097	sw	11099
11097	w	34615
111	broadcasters	6261
111	broadcasters	6263
111	relatedComps	110
11100	blankInfo	11101
11102	leader3Type	11103
11102	leader4Type	11104
11102	meetingPlace	11036
11105	currentTeam	11106
11105	playerTeam	11108
11106	arena	34689
11109	official	7078
11114	homeCoach	15712
11114	receiver	15713
11114	runner	15714
11117	as	23200
11117	as	23201
11119	affiliation	11120
11119	father	305
11119	riding	11122
11123	constituency	23317
11123	constituency	23319
11123	constituency	23320
11123	post	23316
11125	bronze	11128
11125	gold	11126
11125	silver	11127
11129	locationOfDocument	11130
11131	class	11132
11131	class	11133
11134	governmentType	11135
11137	offScheme	11139
11140	topGoalScorer	11141
11142	locationSpecial	11147
11142	towns	11146
11147	governingBody	11179
11147	nearestCity	11178
11149	blankInfo	11199
1115	relatives	42887
11150	minister	11151
11150	minister	11152
11150	minister	11153
11150	minister	11154
11155	topGoalScorer	11156
11155	topGoalScorer	11157
11159	notableCommanders	11163
11160	alongside	21659
11160	deathCause	21658
11160	lieutenant	21661
11160	restingplace	21660
11165	bronze	11168
11165	gold	11167
11165	silver	11166
11169	designer	11171
11169	eng1Name	11170
11169	nationalOrigin	9777
1117	audioFormat	25218
1117	company	25219
1117	company	25220
1117	company	965
11172	lb	11176
11172	lcm	11173
11172	rcb	11174
11172	rcf	11177
11172	runnerUp	10976
11180	officeholder	11181
11199	ruralMunicipalities	10889
112	bowlname	114
112	bowlname	120
112	bowlname	123
112	playerTeam	116
112	playerTeam	119
11200	relatives	11201
11200	relatives	11202
11203	postal2CodeType	28
11204	caption	11207
11204	caption	11208
11204	caption	11209
11204	caption	11211
11204	caption	11212
11204	caption	11213
11204	caption	11214
11204	caption	11215
11204	proTem	11205
11204	sMajority	7011
11205	restingplace	11216
11206	alongside	11223
11206	alongside	11224
11206	alongside	11225
11206	alongside	11226
11206	alongside	11228
11217	father	11222
11217	mother	11219
1122	cousins	21067
1122	cousins	21068
1122	halfsisters	21066
1122	stepmother	1067
1122	stepmother	21062
1122	stepmother	21063
1122	stepmother	21064
1122	stepmother	21065
1122	uncles	21061
11222	dynasty	11218
11222	regent	11221
11222	regent	2829
11225	alongside	11206
11227	children	20196
11227	father	20195
11227	mother	15182
11229	ideology	11230
11229	ideology	9151
11234	broadcasters	38375
11234	currentChampions	38374
11234	logo	38376
11235	relegation	42619
11236	continentalcup	11238
11236	longestLosses	11239
11236	longestWins	11237
11241	competition	11243
11241	continentalcup	11172
11241	continentalcup	11242
11241	rd2Team	11244
11242	leagueTopscorer	37741
11242	promoted	37740
11243	confed	24564
11246	end	11247
11248	affiliations	11249
11248	metroArea	11074
1125	south	1123
11250	leaderName	11253
11250	northwest	11256
11250	southwest	11257
11250	west	11144
11252	east	11046
11252	northwest	11258
11252	southeast	11254
11252	southwest	11251
11252	west	11250
11259	seat	11262
1126	action	1127
11260	seat	38093
11263	district	11264
11263	neighboringMunicipalities	11267
11263	neighboringMunicipalities	11268
11263	neighboringMunicipalities	11271
11263	neighboringMunicipalities	11272
11263	neighboringMunicipalities	11273
11263	twintowns	11266
11263	twintowns	11274
11270	neighboringMunicipalities	11263
11270	neighboringMunicipalities	11269
11270	neighboringMunicipalities	41897
11270	neighboringMunicipalities	41898
11277	asstCoach	11281
11277	asstCoach	6167
11277	gamename	11061
11277	gamename	11280
1128	years	1129
11283	bestActress	11288
11283	channel	11284
11283	host	11286
11283	site	11285
11283	site	11287
11283	site	5028
11289	areaCodeType	4716
11290	east	11291
11290	northwest	10894
11290	west	11149
11294	relations	11295
11294	riding	42148
11295	post	10713
11295	post1preceded	42152
11296	movement	11297
11298	range	1701
11299	chairman	11300
1130	nickname	1131
11301	cities	10935
11301	cities	11313
11301	countySpecial	11306
11301	countySpecial	11307
11301	ruralMunicipalities	10883
11301	ruralMunicipalities	10884
11301	ruralMunicipalities	10896
11301	ruralMunicipalities	11302
11301	ruralMunicipalities	11303
11301	towns	11293
11301	towns	11308
11301	towns	11309
11301	towns	11311
11305	leaderName	11294
1131	university	1130
11314	allegiance	11315
11314	notableCommanders	11316
11317	town	11318
1132	formerMembers	1133
1132	formerMembers	1136
1132	members	1134
1132	members	1135
11320	recorded	11321
11322	coach	11324
11322	mop	11326
11325	coach	12852
11327	cup1Result	11328
11327	seasonTopscorer	11329
1133	resides	38547
11332	player	11335
11332	topGoalScorer	11333
11332	topGoalScorer	11334
11336	genus	11337
11338	subphylum	4129
1134	trainer	4944
11344	deanery	11345
11346	bishop	14423
11346	cathedral	11344
11346	territory	14422
11347	east	11354
11347	namedFor	11348
11347	southeast	11352
1135	billed	24891
1135	family	24890
1135	trainer	24892
1135	trainer	24893
1135	trainer	4943
11350	east	11349
11350	west	39103
11353	east	11347
11353	southeast	11351
11353	southwest	40759
11355	leagueTopscorer	11356
11357	arena	11359
11363	province	11364
11364	leaderName	31436
11364	leaderName	31437
11364	north	31438
11364	northeast	31441
11364	northwest	31440
11364	seat	31435
11364	south	31439
11365	bowl	7412
11366	father	11370
11366	mother	11368
11366	placeOfBurial	11369
11367	founder	30449
11367	parentHouse	10570
11369	architecture	21211
11369	governingBody	21212
11376	seat	43491
11378	cup1Result	5357
11378	cup2Result	5361
11378	leagueTopscorer	11379
1138	champion	1139
1138	champion	1140
1138	shortestreign	1132
11380	infraordo	8315
11381	isoCode	1340
11382	ruralMunicipalities	11031
11382	towns	11383
11386	mediaAffiliates	34163
11391	subclassis	9343
11392	constituency	11393
11394	chairman	11396
11399	screenplay	11400
11399	screenplay	11401
114	visitorCoach	14605
1140	billed	34084
1140	members	34086
1140	members	34087
1140	names	34085
1140	trainer	31766
11402	borough	11405
11402	route	11403
11406	tribus	11407
11408	coordinateTitle	11409
1141	presenter	1142
11410	subsid	11411
11413	bronze	10217
11413	bronze	11415
11413	bronze	11416
11413	bronze	11418
11413	gamesPlace	11417
11413	gold	11414
11413	gold	11419
11413	worldPlace	721
1142	ceo	42660
11420	allegiance	310
11421	mvp	11423
11421	usAnnouncers	11424
11423	administratingTeam	4653
11425	lyrics	11426
11427	blank1InfoSec	11429
11427	governmentType	1339
1143	coach	1144
1143	mop	1147
1143	runnerup	1150
1143	semifinal	1145
1143	semifinal	1148
11433	postseason	26035
11434	cultures	11435
11434	cultures	11436
11435	era	16353
11435	eventEnd	16351
11435	eventStart	16352
11435	governmentType	16350
11436	languages	39150
11436	relatedGroups	39151
11437	text	11438
11437	text	11439
11437	text	11440
11437	text	11441
11437	text	11442
11437	text	11443
11437	text	11444
11437	text	11446
11437	text	11447
11437	text	11448
11449	coach	11450
1145	hometown	7463
11451	monarch	11452
11451	peerage	11453
11451	presentHolder	11454
11454	mother	21254
11455	defCoach	11469
11455	hometown	11458
11455	hometown	11460
11455	hometown	11461
11455	hometown	11463
11455	hometown	11465
11455	hometown	11468
11455	receiver	11464
11458	northeast	35151
11458	northwest	35152
11458	southwest	35149
11458	timezone1Dst	35150
11458	west	35148
11470	north	29604
11470	south	29605
11470	southeast	29600
11470	southeast	29602
11470	west	29606
11471	trailheads	11474
11471	use	11475
11479	breeder	34112
11479	grandsire	34111
11480	mayor	11482
11480	province	11481
11483	locationSpecial	11486
11483	maint	11484
11483	river	11485
11487	grades	11489
1149	asstCoach	3935
1149	highscorer	3934
11491	architect	11492
11491	structuralEngineer	11493
11491	tenants	11248
11494	leader1Type	11497
11494	meetingPlace	11495
11494	meetingPlace	11496
11494	nextElection	11498
11499	homeCoach	11502
115	commissioner	34577
1150	asstCoach	8449
1150	asstCoach	8450
1150	hometown	8448
11500	bowlname	26584
11504	aircraftBomber	11506
11504	identificationSymbol	11505
11506	eng1Name	28873
11506	variantsWithTheirOwnArticles	26675
11507	alongside	11508
11507	order	11512
11507	vicepresident	11510
11507	vicepresident	11511
1151	cup1Result	1152
1151	cup2Result	1153
11513	champions	11514
11513	runnerUp	11515
11520	ruProvince	11521
11522	engine	11524
11522	engine	11527
11522	suspension	11526
11522	usedBy	11523
11529	blank1InfoSec	11530
11529	blank2InfoSec	8269
1153	defendingChampions	1157
1153	runnerUp	1160
1153	topGoalScorer	1159
11531	maint	11240
11531	road	11532
11533	minorPremiers	11536
11533	rd2Team	11535
11533	topScorer	11537
11535	leagues	30950
1154	cf	1156
1154	gk	1158
1154	gk	16019
1154	lw	16018
